guid,species,state_prov,county,parts,sex,dec_lat,dec_long,has_tissues
MVZ:Mamm:63042,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:63039,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:63046,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:63058,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:63063,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:63083,Tadarida brasiliensis,California,Butte County,"skin, study; skull",male,39.50506,-121.55535,0
MVZ:Mamm:181853,Lasionycteris noctivagans,California,Los Angeles County,skeleton; skull,female,33.861194,-118.103133,0
MVZ:Mamm:239090,Myotis yumanensis,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,34.03361,-117.04222,1
MVZ:Mamm:63043,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:63065,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:238641,Eptesicus fuscus,California,Ventura County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,34.47535,-119.117787,1
MVZ:Mamm:16316,Eptesicus fuscus,California,Kern County,"skin, study; skull",male,35.3511,-118.2183,0
MVZ:Mamm:71279,Myotis lucifugus,California,Placer County,"skin, study; skull",female,39.166666667,-120.15,0
MVZ:Mamm:238732,Eptesicus fuscus,California,San Diego County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,33.2093643,-117.3532697,1
MVZ:Mamm:103401,Tadarida brasiliensis,California,Napa County,"skin, study; skull",male,38.6178781,-122.4202826,0
MVZ:Mamm:103404,Tadarida brasiliensis,California,Napa County,"skin, study; skull",female,38.6178781,-122.4202826,0
MVZ:Mamm:103399,Tadarida brasiliensis,California,Napa County,"skin, study; skull",male,38.6178781,-122.4202826,0
MVZ:Mamm:103768,Myotis yumanensis,California,Placer County,"skin, study; skull",male,39.22,-120.01,0
MVZ:Mamm:24225,Eptesicus fuscus,California,El Dorado County,"skin, study; skull",female,38.7505245,-120.6217628,0
MVZ:Mamm:24292,Myotis californicus,California,El Dorado County,whole organism (ethanol),female,38.7505245,-120.6217628,0
MVZ:Mamm:112594,Myotis ciliolabrum,Baja California,,"skin, study; skull",female,32.003056,-116.6702778,0
MVZ:Mamm:238980,Myotis evotis,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,34.03361,-117.04222,1
MVZ:Mamm:32184,Lasiurus frantzii,California,Sacramento County,whole organism (ethanol),unknown,38.452707,-121.514721,0
MVZ:Mamm:110617,Eptesicus fuscus,Baja California Sur,,"skin, study; skull",female,23.803333,-110.1063889,0
MVZ:Mamm:238770,Lasiurus xanthinus,California,Imperial County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,32.7674331,-115.2363408,1
MVZ:Mamm:108027,Eptesicus fuscus,California,Santa Cruz County,"skin, study; skull",male,37.1405,-122.0908333,0
MVZ:Mamm:71654,Antrozous pallidus,California,Alameda County,"skin, study; skull",female,37.63343,-122.09523,0
MVZ:Mamm:119570,Eumops perotis,California,San Benito County,"skin, study; skull",female,36.5624426,-120.70313,0
MVZ:Mamm:179095,Corynorhinus townsendii,California,Marin County,whole organism (ethanol),male,37.9068465,-122.5457302,0
MVZ:Mamm:106020,Tadarida brasiliensis,California,San Diego County,"skin, study; skull",male,32.6746983,-117.1085538,0
MVZ:Mamm:238643,Eptesicus fuscus,California,Ventura County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,34.47535,-119.117787,1
MVZ:Mamm:112010,Myotis ciliolabrum,California,San Luis Obispo County,skull,female,35.71368,-120.303998,0
MVZ:Mamm:102859,Myotis volans,California,Kern County,"skin, study; skull",female,34.8760033,-118.89392,0
MVZ:Mamm:93768,Corynorhinus townsendii,California,Riverside County,whole organism (ethanol),unknown,34.0005251,-114.5052861,0
MVZ:Mamm:238731,Eptesicus fuscus,California,San Diego County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,33.3777695,-117.230017,1
MVZ:Mamm:122345,Myotis californicus,California,Mendocino County,"skin, study; skull",female,39.0007413,-123.0791848,0
MVZ:Mamm:120945,Corynorhinus townsendii,California,Mariposa County,"skin, study; skull",unknown,37.515662,-120.066703,0
MVZ:Mamm:110116,Macrotus californicus,Baja California Sur,,"skin, study; skull",female,23.8,-110.0344444,0
MVZ:Mamm:110129,Macrotus californicus,Baja California Sur,,"skin, study; skull",male,23.8,-110.0344444,0
MVZ:Mamm:110117,Macrotus californicus,Baja California Sur,,"skin, study; skull",female,23.8,-110.0344444,0
MVZ:Mamm:110119,Macrotus californicus,Baja California Sur,,"skin, study; skull",female,23.8,-110.0344444,0
MVZ:Mamm:105999,Corynorhinus townsendii,California,San Diego County,"skin, study; skull",male,33.07,-116.6,0
MVZ:Mamm:108912,Myotis californicus,California,Sonoma County,"skin, study; skull",male,38.61943,-122.92226,0
MVZ:Mamm:239337,Tadarida brasiliensis,California,San Diego County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,33.0178638,-116.8375776,1
MVZ:Mamm:241008,Myotis evotis,California,San Benito County,tissue (frozen); whole organism (formalin-fixed),unknown,36.614525,-121.091475,1
MVZ:Mamm:241012,Myotis evotis,California,Trinity County,tissue (frozen); whole organism (formalin-fixed),unknown,,,1
MVZ:Mamm:67161,Myotis californicus,California,Mariposa County,skull; whole organism (ethanol),female,37.452014,-119.865183,0
MVZ:Mamm:108041,Tadarida brasiliensis,California,Monterey County,"skin, study; skull",male,36.74182,-121.69939,0
MVZ:Mamm:240975,Lasionycteris noctivagans,California,Sonoma County,tissue (frozen); whole organism (formalin-fixed),unknown,,,1
MVZ:Mamm:63054,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:120946,Corynorhinus townsendii,California,Mariposa County,"skin, study; skull",unknown,37.515662,-120.066703,0
MVZ:Mamm:181863,Lasionycteris noctivagans,California,San Diego County,skeleton; skull,male,32.7323723,-117.1115783,0
MVZ:Mamm:71636,Antrozous pallidus,California,Contra Costa County,"skin, study; skull",female,37.8814126,-121.8664261,0
MVZ:Mamm:56865,Eptesicus fuscus,California,Trinity County,"skin, study; skull",female,40.47157,-123.50169,0
MVZ:Mamm:71699,Tadarida brasiliensis,California,Contra Costa County,"skin, study; skull",female,37.8814126,-121.8664261,0
MVZ:Mamm:240968,Eptesicus fuscus,California,Humboldt County,tissue (frozen); whole organism (formalin-fixed),unknown,,,1
MVZ:Mamm:184784,Lasiurus frantzii,California,Fresno County,,unknown,36.748,-119.771,0
MVZ:Mamm:63028,Myotis yumanensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:103035,Myotis californicus,California,Santa Cruz County,"skin, study; skull",male,37.0947514,-122.2768406,0
MVZ:Mamm:103037,Myotis californicus,California,Santa Cruz County,"skin, study; skull",male,37.0947514,-122.2768406,0
MVZ:Mamm:63021,Myotis yumanensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:103039,Myotis californicus,California,Santa Cruz County,"skin, study; skull",male,37.0947514,-122.2768406,0
MVZ:Mamm:63053,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:63080,Tadarida brasiliensis,California,Butte County,whole organism (ethanol),male,39.50506,-121.55535,0
MVZ:Mamm:63017,Myotis yumanensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:63019,Myotis yumanensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:63013,Myotis yumanensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:63015,Myotis yumanensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:63029,Myotis yumanensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:63037,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:63045,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:63084,Tadarida brasiliensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:63026,Myotis yumanensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:63073,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:63072,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:63082,Tadarida brasiliensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:63038,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:63022,Myotis yumanensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:63081,Tadarida brasiliensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:63074,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:63020,Myotis yumanensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:63018,Myotis yumanensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:63033,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:63016,Myotis yumanensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:63059,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:63047,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:63025,Myotis yumanensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:63023,Myotis yumanensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:63041,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:63060,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:63040,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:63012,Myotis yumanensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:63086,Tadarida brasiliensis,California,Butte County,"skin, study; skull",male,39.50506,-121.55535,0
MVZ:Mamm:63011,Myotis yumanensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:63067,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:63088,Tadarida brasiliensis,California,Butte County,"skin, study; skull",female,39.50506,-121.55535,0
MVZ:Mamm:21514,Lasiurus frantzii,California,Fresno County,"skeleton; skin, study; skull",unknown,36.748,-119.771,0
MVZ:Mamm:184785,Lasiurus frantzii,California,Fresno County,,unknown,36.748,-119.771,0
MVZ:Mamm:63052,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:19193,Eumops perotis,California,Los Angeles County,skeleton; skull,unknown,34.163126,-118.0502877,0
MVZ:Mamm:19192,Eumops perotis,California,Los Angeles County,"skeleton; skin, study; skull",female,34.163126,-118.0502877,0
MVZ:Mamm:21516,Lasiurus frantzii,California,Fresno County,skeleton; skull,female,36.748,-119.771,0
MVZ:Mamm:21515,Lasiurus frantzii,California,Fresno County,"skeleton; skin, study; skull",female,36.748,-119.771,0
MVZ:Mamm:71412,Myotis californicus,California,Lake County,"skin, study; skull",female,,,0
MVZ:Mamm:106544,Myotis ciliolabrum,California,San Luis Obispo County,"skin, study; skull",female,35.71368,-120.303998,0
MVZ:Mamm:106542,Myotis ciliolabrum,California,San Luis Obispo County,"skin, study; skull",female,35.71368,-120.303998,0
MVZ:Mamm:106541,Myotis ciliolabrum,California,San Luis Obispo County,"skin, study; skull",female,35.71368,-120.303998,0
MVZ:Mamm:63055,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:63090,Tadarida brasiliensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:63056,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:63050,Myotis yumanensis,California,Butte County,skeleton; skull,female,39.50506,-121.55535,0
MVZ:Mamm:63069,Myotis yumanensis,California,Butte County,whole organism (ethanol),female,39.50506,-121.55535,0
MVZ:Mamm:112493,Myotis californicus,Baja California,,"skin, study",male,32.111667,-115.9,0
MVZ:Mamm:112494,Myotis californicus,Baja California,,"skin, study; skull",male,32.111667,-115.9,0
MVZ:Mamm:238594,Lasiurus cinereus,California,San Diego County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,32.8820999,-116.9177874,1
MVZ:Mamm:238640,Eptesicus fuscus,California,Sonoma County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,38.4816114,-122.9438055,1
MVZ:Mamm:29914,Lasiurus cinereus,California,Tulare County,"skin, study; skull",female,35.89167,-119.046579,0
MVZ:Mamm:102006,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:102015,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:101999,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:101997,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:102018,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:102001,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:102005,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:101996,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:102008,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:102007,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:102012,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:101995,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:102017,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:102002,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:102003,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:101994,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:101992,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:102009,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:102021,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:101998,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:102013,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:102023,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:102000,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:101993,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:102020,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:102052,Tadarida brasiliensis,California,Fresno County,"skin, study; skull",male,36.9299,-120.5811,0
MVZ:Mamm:102011,Myotis yumanensis,California,Fresno County,"skin, study; skull",female,36.9299,-120.5811,0
MVZ:Mamm:69083,Eptesicus fuscus,California,Del Norte County,"skin, study; skull",male,41.9955479,-123.625462,0
MVZ:Mamm:110616,Eptesicus fuscus,Baja California Sur,,"skin, study; skull",female,23.803333,-110.1063889,0
MVZ:Mamm:110144,Choeronycteris mexicana,Baja California,,"skin, study; skull",female,29.416667,-114.35,0
MVZ:Mamm:103074,Myotis thysanodes,California,Kern County,"skin, study; skull",female,35.0260994,-118.74526,0
MVZ:Mamm:206886,Myotis evotis,California,Plumas County,skeleton,female,40.01569,-120.96273,0
MVZ:Mamm:106046,Corynorhinus townsendii,California,Napa County,"skin, study; skull",female,38.8272195,-122.3411559,0
MVZ:Mamm:106044,Corynorhinus townsendii,California,Napa County,"skin, study; skull",female,38.8272195,-122.3411559,0
MVZ:Mamm:1884,Corynorhinus townsendii,California,Riverside County,"skin, study; skull",female,33.6125,-116.626,0
MVZ:Mamm:35427,Eptesicus fuscus,Baja California,,"skin, study; skull",male,30.88333,-115.45,0
MVZ:Mamm:102975,Tadarida brasiliensis,California,Kern County,"skin, study; skull",male,34.8760033,-118.89392,0
MVZ:Mamm:107823,Myotis californicus,California,Monterey County,"skin, study; skull",female,36.295475,-121.565201,0
MVZ:Mamm:238889,Myotis californicus,California,San Bernardino County,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,34.03361,-117.04222,1
