catalognumberint,guid,subspecies,collectors,state_prov,county,spec_locality,collectornumber,verbatim_date,parts,sex,total length,tail length,hind foot with claw,ear,ear from notch,ear from crown,unit,weight,units,reproductive data,testes L,testes W,emb count,embs L,embs R,emb CR,scars,unformatted measurements,"tag checked? (or no tag available), initial here",Day,Month,Year,catalog checked? (or no catalog available),REVIEW NEEDED
219085,MVZ:Mamm:219085,Reithrodontomys megalotis longicaudus,"Ana Lilia Trujano Álvarez, Eric Ghilarducci",California,Contra Costa County,"Chapelle Housing Tracts, Windemere, San Ramon",351,23 Nov 2005,"skin, study; skull; tissue (frozen)",male,131,68,15,,14,,,7,,,,,,,,,,,,,,,,
219086,MVZ:Mamm:219086,Reithrodontomys megalotis longicaudus,Eric Ghilarducci,California,Contra Costa County,"Chapelle Housing Tracts, Windemere, San Ramon",1853,23 Nov 2005,"skin, study; skull; tissue (frozen)",female,152,79,15,,14,,,9,,scars: 1R-3L,,,,,,,,,,,,,,
219087,MVZ:Mamm:219087,Reithrodontomys megalotis longicaudus,Eric Ghilarducci,California,Contra Costa County,"Chapelle Housing Tracts, Windemere, San Ramon",1855,23 Nov 2005,"skin, study; skull; tissue (frozen)",female,128,66,15,,12,,,6.5,,,,,,,,,,,,,,,,
126786,MVZ:Mamm:126786,Reithrodontomys megalotis longicaudus,Oliver P. Pearson,California,Contra Costa County,Orinda,Oliver P. Pearson 4379,21 Sep 1960,"skeleton; skin, study; skull",male,not recorded,not recorded,not recorded,not recorded,,,,not recorded,,testis 7 mm,7,,,,,,,head and body: 68 mm; teeth worn (age 6),LW,10,August,2024,,
126787,MVZ:Mamm:126787,Reithrodontomys megalotis longicaudus,Oliver P. Pearson,California,Contra Costa County,Orinda,Oliver P. Pearson 4380,27 Sep 1960,"skeleton; skin, study; skull",female,not recorded,not recorded,not recorded,not recorded,,,,not recorded,,"lactating, not preg",,,,,,,,head and body: 58 mm; young,LW,10,August,2024,,
126788,MVZ:Mamm:126788,Reithrodontomys megalotis longicaudus,Oliver P. Pearson,California,Contra Costa County,Orinda,Oliver P. Pearson 4381,30 Sep 1960,"skeleton; skin, study; skull",female,not recorded,not recorded,not recorded,not recorded,,,,not recorded,,not preg,,,,,,,,head and body: 71 mm,LW,10,August,2024,,
126789,MVZ:Mamm:126789,Reithrodontomys megalotis longicaudus,Oliver P. Pearson,California,Contra Costa County,Orinda,Oliver P. Pearson 4388,13 Oct 1960,"skeleton; skin, study; skull",female,not recorded,not recorded,not recorded,not recorded,,,,not recorded,,4 emb,,,4,,,,,head and body: 60 mm; young,LW,10,August,2024,,
135349,MVZ:Mamm:135349,Reithrodontomys megalotis longicaudus,Oliver P. Pearson,California,Contra Costa County,Orinda,Oliver P. Pearson 4554,25 Aug 1967,"skin, study; skull",male,133,69,17,13,,,,8.7,g,T 6 mm,6,,,,,,,,LW,10,August,2024,,
216944,MVZ:Mamm:216944,Reithrodontomys megalotis longicaudus,Christopher J. Conroy,California,Contra Costa County,"Parchester Marsh, Pt. Pinole Park",Christopher J. Conroy 1861,24 March 2006,"skeleton (postcranial); skin, study; skull; tissue (frozen)",female,130,[68],15,,11,,,6,,null,,,,,,,,,LW,10,August,2024,,
216945,MVZ:Mamm:216945,Reithrodontomys megalotis longicaudus,Christopher J. Conroy,California,Contra Costa County,"Parchester Marsh, Pt. Pinole Park",Christopher J. Conroy 1862,27 March 2006,"skeleton (postcranial); skin, study; skull; tissue (frozen)",male,133,68,15,,13,,,9,,t: 5x3mm,5,3,,,,,,,LW,10,August,2024,,
47713,MVZ:Mamm:47713,Reithrodontomys megalotis longicaudus,Ward C. Russell,California,Contra Costa County,Pinehurst,Ward C. Russell 1731,23 Jul 1931,"skin, study; skull",male,140,73,17,12,,,,not recorded,,not recorded,,,,,,,,,LW,10,August,2024,,
95810,MVZ:Mamm:95810,Reithrodontomys megalotis longicaudus,A. P. Hendrickson,California,Contra Costa County,"Point Isabel, 0.5 mi W El Cerrito",A. P. Hendrickson 547,21 Jun 1941,"skin, study; skull",male,141,74,17,13,,,,not recorded,,not recorded,,,,,,,,,LW,10,August,2024,,
95811,MVZ:Mamm:95811,Reithrodontomys megalotis longicaudus,A. P. Hendrickson,California,Contra Costa County,"Point Isabel, 0.5 mi W El Cerrito",A. P. Hendrickson 548,21 Jun 1941,"skin, study; skull",male,139,,17,13,,,,not recorded,,not recorded,,,,,,,,"tail: ""13""",LW,10,August,2024,,
95812,MVZ:Mamm:95812,Reithrodontomys megalotis longicaudus,A. P. Hendrickson,California,Contra Costa County,"Point Isabel, 0.5 mi W El Cerrito",A. P. Hendrickson 549,21 Jun 1941,"skin, study; skull",female,146,77,17,14,,,,not recorded,,5 embs - 12 mm,,,5,,,12,,,LW,10,August,2024,,
95813,MVZ:Mamm:95813,Reithrodontomys megalotis longicaudus,A. P. Hendrickson,California,Contra Costa County,"Point Isabel, 0.5 mi W El Cerrito",A. P. Hendrickson 550,21 Jun 1941,"skin, study; skull",female,140,68,17,13,,,,not recorded,,4 embs 3 mm,,,4,,,3,,,LW,10,August,2024,,
234469,MVZ:Mamm:234469,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,23 Nov 2015,skin; skull; tissue (frozen),male,138,75,16,,13,,,8.5,,,,,,,,,,,,,,,,
234470,MVZ:Mamm:234470,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,23 Nov 2015,skin; skull; tissue (frozen),male,130,66,15,,14,,,7.5,g,not recorded,,,,,,,,,LW,10,August,2024,,
234471,MVZ:Mamm:234471,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,24 Nov 2015,skin; skull; tissue (frozen),female,145,72,15,,15,,,9,,,,,,,,,,,,,,,,
234472,MVZ:Mamm:234472,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,24 Nov 2015,skin; skull; tissue (frozen),male,140,73,15,,14,,,8.5,g,not recorded,,,,,,,,,LW,10,August,2024,,
234473,MVZ:Mamm:234473,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,24 Nov 2015,skin; skull; tissue (frozen),male,135,68,14,,13,,,7.5,g,not recorded,,,,,,,,,LW,10,August,2024,,
234474,MVZ:Mamm:234474,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,24 Nov 2015,skin; skull; tissue (frozen),female,150,77,14,,14,,,10,g,not recorded,,,,,,,,,LW,10,August,2024,,
234475,MVZ:Mamm:234475,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,25 Jan 2016,skin; skull; tissue (frozen),male,132,67,15,,12,,,10,g,testis 3x2,3,2,,,,,,,LW,10,August,2024,,
234503,MVZ:Mamm:234503,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,02 Dec 2016,skeleton; skull; tissue (frozen; RNAlater),female,145,78,15,,13,,,9,,Null,,,,,,,,,,,,,,
234504,MVZ:Mamm:234504,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,03 Dec 2016,skeleton; skull; tissue (frozen),male,137,74,15,,14,,,7.5,,,,,,,,,,,,,,,,
234505,MVZ:Mamm:234505,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,03 Dec 2016,skeleton; skull; tissue (frozen),female,150,75,15,,14,,,8.5,,,,,,,,,,,,,,,,
234506,MVZ:Mamm:234506,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,03 Dec 2016,skeleton; skull; tissue (frozen),male,125,66,15,,13,,,6.5,,t: 1x1 mm,,,,,,,,,,,,,,
234476,MVZ:Mamm:234476,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,25 Jan 2016,"ectoparasite (ethanol, 70%); skin; skull; tissue (frozen)",male,138,72,16,,13,,,10,g,not recorded,,,,,,,,,LW,10,August,2024,,
234477,MVZ:Mamm:234477,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,26 Jan 2016,skin; skull; tissue (frozen),male,140,72,15,,13,,,8,g,t: 2x1 mm,2,1,,,,,,,LW,10,August,2024,,
234478,MVZ:Mamm:234478,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,26 Jan 2016,skin; skull; tissue (frozen),male,136,68,12,,13,,,10,g,t: 2x1 mm,2,1,,,,,,,LW,10,August,2024,,
234479,MVZ:Mamm:234479,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,22 Apr 2016,skin; skull; tissue (frozen),male,145,78,15,,13,,,10,g,t: 4x7 mm,7,4,,,,,,,LW,10,August,2024,,
234480,MVZ:Mamm:234480,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,22 Apr 2016,skin; skull; tissue (frozen),male,130,65,14,,13,,,8,g,not recorded,,,,,,,,,LW,10,August,2024,,
234481,MVZ:Mamm:234481,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,23 Apr 2016,skin; skull; tissue (frozen),male,140,72,15,,12,,,10,g,t: 7x4.5 mm,7,4.5,,,,,,,LW,10,August,2024,,
234482,MVZ:Mamm:234482,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,23 Apr 2016,skin; skull; tissue (frozen),male,145,75,15,,13,,,10,g,t: 8x4 mm,8,4,,,,,,,LW,10,August,2024,,
234483,MVZ:Mamm:234483,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,24 Apr 2016,skin; skull; tissue (frozen),male,152,77,15,,14,,,11,g,t: 8x5 mm,8,5,,,,,,,LW,10,August,2024,,
234484,MVZ:Mamm:234484,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,17 Jun 2016,"ectoparasite (ethanol, 70%); skin; skull; tissue (frozen)",male,152,81,15,,14,,,11,g,t: 8x4 mm,8,4,,,,,,,LW,10,August,2024,,
234485,MVZ:Mamm:234485,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,17 Jun 2016,"ectoparasite (ethanol, 70%); skin; skull; tissue (frozen)",male,145,74,15,,13,,,9,g,t: 7x4 mm,7,4,,,,,,,LW,10,August,2024,,
234486,MVZ:Mamm:234486,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,18 Jun 2016,"ectoparasite (ethanol, 70%); skin; skull; tissue (frozen)",male,134,66,14,,13,,,13,,t: 7x5 mm,,,,,,,,,,,,,,
234487,MVZ:Mamm:234487,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,18 Jun 2016,"ectoparasite (ethanol, 70%); skin; skull; tissue (frozen)",female,149,78,15,,13,,,13,,"had recently given birth; post-partum; milk production, swollen uterus",,,,,,,,,,,,,,
234488,MVZ:Mamm:234488,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,10 Sep 2016,skin; skull; tissue (frozen; RNAlater),male,130,70,15,,13,,,7,g,t: 3x2 mm,3,2,,,,,,,LW,10,August,2024,,
234489,MVZ:Mamm:234489,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,10 Sep 2016,skin; skull; tissue (frozen; RNAlater),male,150,82,16,,14,,,11,g,t: 5x4 mm,5,4,,,,,,,LW,10,August,2024,,
234490,MVZ:Mamm:234490,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,2 Dec 2016,skeleton; skin; skull; tissue (frozen; RNAlater),female,130,67,12,,13,,,8,g,not recorded,,,,,,,,,LW,10,August,2024,,
234491,MVZ:Mamm:234491,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,25 Jan 2016,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,135,72,15,,13,,,10,,"not pregnant, no embryos, no scars",,,,,,,,,,,,,,
234492,MVZ:Mamm:234492,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,25 Jan 2016,"tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,135,70,16,,13,,,10,,t:3x1 mm,,,,,,,,,,,,,,
234493,MVZ:Mamm:234493,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,17 Jun 2016,"skull; tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",female,153,78,16,,13,,,12,,Embryo: 5R,,,,,,,,,,,,,,
234494,MVZ:Mamm:234494,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,17 Jun 2016,"skull; tissue (frozen); whole organism (ethanol, 70%; formalin-fixed)",male,145,75,15,,12,,,8,,t: 7x4 mm,,,,,,,,,,,,,,
234495,MVZ:Mamm:234495,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,09 Sep 2016,"tissue (frozen; RNAlater); whole organism (ethanol, 70%; formalin-fixed)",unknown,,,,,,,,,,,,,,,,,,,,,,,,
234496,MVZ:Mamm:234496,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,09 Sep 2016,"tissue (frozen; RNAlater); whole organism (ethanol, 70%; formalin-fixed)",unknown,,,,,,,,,,,,,,,,,,,,,,,,
234497,MVZ:Mamm:234497,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,09 Sep 2016,"tissue (frozen; RNAlater); whole organism (ethanol, 70%; formalin-fixed)",unknown,,,,,,,,,,,,,,,,,,,,,,,,
234498,MVZ:Mamm:234498,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,02 Dec 2016,"skull; tissue (frozen; RNAlater); whole organism (ethanol, 70%; formalin-fixed)",male,135,65,16,,12,,,8,,t: 2x1 mm,,,,,,,,,,,,,,
234499,MVZ:Mamm:234499,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,02 Dec 2016,"skull; tissue (frozen; RNAlater); whole organism (ethanol, 70%; formalin-fixed)",female,147,75,15,,13,,,10.5,,Null,,,,,,,,,,,,,,
234500,MVZ:Mamm:234500,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,02 Dec 2016,"skull; tissue (frozen; RNAlater); whole organism (ethanol, 70%; formalin-fixed)",male,140,74,15,,14,,,9.5,,t: miniscule,,,,,,,,,,,,,,
234501,MVZ:Mamm:234501,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,02 Dec 2016,"skull; tissue (frozen; RNAlater); whole organism (ethanol, 70%; formalin-fixed)",female,130,68,15,,12,,,7.5,,Null,,,,,,,,,,,,,,
234502,MVZ:Mamm:234502,Reithrodontomys megalotis longicaudus,"Christopher J. Conroy, Jasmine Crumsey",California,Contra Costa County,Russell Research Station,,02 Dec 2016,"skull; tissue (frozen; RNAlater); whole organism (ethanol, 70%; formalin-fixed)",male,147,80,16,,14,,,9,,testes minute,,,,,,,,,,,,,,
182153,MVZ:Mamm:182153,Reithrodontomys megalotis longicaudus,William Z. Lidicker Jr.,California,Contra Costa County,"Russell Reservation, Lafayette",William Z. Lidicker Jr. 3968,12 Jan 1986,"skin, study; skull",male,151,78,17,12.5,,,,8.7,g,tst. 3x2 mm,3,2,,,,,,,LW,10,August,2024,,
182154,MVZ:Mamm:182154,Reithrodontomys megalotis longicaudus,William Z. Lidicker Jr.,California,Contra Costa County,"Russell Reservation, Lafayette",William Z. Lidicker Jr. 3969,12 Jan 1986,"skin, study; skull",male,132,65,16,12.5,,,,8.9,g,tst. 3x1.5 mm,3,1.5,,,,,,,LW,10,August,2024,,
94831,MVZ:Mamm:94831,Reithrodontomys megalotis longicaudus,A. P. Hendrickson,California,Contra Costa County,"salt marsh on Bay Shore Hwy., Albany",A. P. Hendrickson 14,13 Oct 1939,"skin, study; skull",male,123,65,15,14,,,,not recorded,,not recorded,,,,,,,,,LW,10,August,2024,,
121289,MVZ:Mamm:121289,Reithrodontomys megalotis longicaudus,"Charles S. Thaeler Jr., Alan C. Ziegler",California,Contra Costa County,"salt marsh, 0.7 mi N and 0.2 mi W Pinole",594,11 Apr 1957,"skin, study; skull",female,140,69,17,,13,,,10.1,g,3 scars,,,,,,,3,,LW,10,August,2024,,
121290,MVZ:Mamm:121290,Reithrodontomys megalotis longicaudus,"Charles S. Thaeler Jr., Alan C. Ziegler",California,Contra Costa County,"salt marsh, 0.7 mi N and 0.2 mi W Pinole",595,11 Apr 1957,"skin, study; skull",male,138,66,16,,13,,,9.7,g,testes 4x7 mm,7,4,,,,,,,LW,10,August,2024,,
121291,MVZ:Mamm:121291,Reithrodontomys megalotis longicaudus,"Charles S. Thaeler Jr., Alan C. Ziegler",California,Contra Costa County,"salt marsh, 0.7 mi N and 0.2 mi W Pinole",596,11 Apr 1957,"skin, study; skull",male,137,70,17,,13,,,9.1,g,testes 3x5 mm,5,3,,,,,,,LW,10,August,2024,,
121292,MVZ:Mamm:121292,Reithrodontomys megalotis longicaudus,"Charles S. Thaeler Jr., Alan C. Ziegler",California,Contra Costa County,"salt marsh, 0.7 mi N and 0.2 mi W Pinole",597,11 Apr 1957,"skin, study; skull",male,119,59,16.5,,12,,,6.8,g,testes 2x3 mm,3,2,,,,,,,LW,10,August,2024,,
121293,MVZ:Mamm:121293,Reithrodontomys megalotis longicaudus,"Charles S. Thaeler Jr., Alan C. Ziegler",California,Contra Costa County,"salt marsh, 0.7 mi N and 0.2 mi W Pinole",598,13 Apr 1957,"skin, study; skull",male,137,66,17,,12,,,9.7,g,testes 4x6 mm,6,4,,,,,,,LW,10,August,2024,,
121294,MVZ:Mamm:121294,Reithrodontomys megalotis longicaudus,"Charles S. Thaeler Jr., Alan C. Ziegler",California,Contra Costa County,"salt marsh, 0.7 mi N and 0.2 mi W Pinole",599,13 Apr 1957,"skin, study; skull",male,139,73,16,,12,,,9.2,g,testes 4x7 mm,7,4,,,,,,,LW,10,August,2024,,
121295,MVZ:Mamm:121295,Reithrodontomys megalotis longicaudus,"Charles S. Thaeler Jr., Alan C. Ziegler",California,Contra Costa County,"salt marsh, 0.7 mi N and 0.2 mi W Pinole",600,14 Apr 1957,"skin, study; skull",female,140,68,16,,13,,,11.2,g,2 very fresh scars + 2 resorbing embs (?),,,,,,,,,LW,10,August,2024,,
121296,MVZ:Mamm:121296,Reithrodontomys megalotis longicaudus,"Charles S. Thaeler Jr., Alan C. Ziegler",California,Contra Costa County,"salt marsh, 0.7 mi N and 0.2 mi W Pinole",601,14 Apr 1957,"skin, study; skull",male,141,73,17.5,,14,,,10.7,g,testes 4x7 mm,7,4,,,,,,,LW,10,August,2024,,
121297,MVZ:Mamm:121297,Reithrodontomys megalotis longicaudus,"Charles S. Thaeler Jr., Alan C. Ziegler",California,Contra Costa County,"salt marsh, 0.7 mi N and 0.2 mi W Pinole",602,14 Apr 1957,"skin, study; skull",male,134,65,15.5,,12,,,8.8,g,testes 3x6 mm,6,3,,,,,,,LW,10,August,2024,,
121298,MVZ:Mamm:121298,Reithrodontomys megalotis longicaudus,"Charles S. Thaeler Jr., Alan C. Ziegler",California,Contra Costa County,"salt marsh, 0.7 mi N and 0.2 mi W Pinole",603,15 Apr 1957,"skin, study; skull",male,133,67,16.5,,13,,,9.1,g,testes 3x6 mm,6,3,,,,,,,LW,10,August,2024,,
121299,MVZ:Mamm:121299,Reithrodontomys megalotis longicaudus,"Charles S. Thaeler Jr., Alan C. Ziegler",California,Contra Costa County,"salt marsh, 0.7 mi N and 0.2 mi W Pinole",604,16 Apr 1957,"skin, study; skull",male,133,[66],16,,13,,,9.7,g,testes 3x6 mm,6,3,,,,,,tail broken,LW,10,August,2024,,
121300,MVZ:Mamm:121300,Reithrodontomys megalotis longicaudus,"Charles S. Thaeler Jr., Alan C. Ziegler",California,Contra Costa County,"salt marsh, 0.7 mi N and 0.2 mi W Pinole",605,16 Apr 1957,"skin, study; skull",male,135,67,17.5,,13,,,9.1,g,testes 3x5 mm,5,3,,,,,,,LW,10,August,2024,,
121301,MVZ:Mamm:121301,Reithrodontomys megalotis longicaudus,"Charles S. Thaeler Jr., Alan C. Ziegler",California,Contra Costa County,"salt marsh, 0.7 mi N and 0.2 mi W Pinole",606,16 Apr 1957,"skin, study; skull",male,133,66,17,,12,,,8.7,g,testes 3x5 mm,5,3,,,,,,,LW,10,August,2024,,
121302,MVZ:Mamm:121302,Reithrodontomys megalotis longicaudus,"Charles S. Thaeler Jr., Alan C. Ziegler",California,Contra Costa County,"salt marsh, 0.7 mi N and 0.2 mi W Pinole",607,16 Apr 1957,"skin, study; skull",male,132,68,16,,12.5,,,8.2,g,testes 1x1.5 mm,1.5,1,,,,,,,LW,10,August,2024,,
97524,MVZ:Mamm:97524,Reithrodontomys megalotis longicaudus,A. P. Hendrickson,California,Contra Costa County,"salt marsh, 0.75 mi NW Pinole",A. P. Hendrickson 653,14 Jan 1942,"skin, study; skull",male,128,68,18,18,,,,8.8,g,not recorded,,,,,,,,,LW,10,August,2024,,
97525,MVZ:Mamm:97525,Reithrodontomys megalotis longicaudus,A. P. Hendrickson,California,Contra Costa County,"salt marsh, 0.75 mi NW Pinole",A. P. Hendrickson 654,14 Jan 1942,"skin, study; skull",male,126,68,17,18,,,,9.4,g,not recorded,,,,,,,,,LW,10,August,2024,,
120357,MVZ:Mamm:120357,Reithrodontomys megalotis longicaudus,"Oliver P. Pearson, Donald R. Roberts",California,Contra Costa County,Tilden Park,4369,10 Jan 1956,skeleton; skull,male,,,,,,,,,,,,,,,,,,,,,,,,
120358,MVZ:Mamm:120358,Reithrodontomys megalotis longicaudus,"Oliver P. Pearson, Donald R. Roberts",California,Contra Costa County,Tilden Park,4370,10 Jan 1956,skeleton; skull,female,,,,,,,,,,,,,,,,,,,,,,,,
120384,MVZ:Mamm:120384,Reithrodontomys megalotis longicaudus,Oliver P. Pearson,California,Contra Costa County,Tilden Park,Oliver P. Pearson 4372,23 Mar 1956,skeleton; skull,male,,,,,,,,,,,,,,,,,,,,,,,,
