catalognumberint,guid,subspecies,collectors,state_prov,county,spec_locality,collectornumber,verbatim_date,parts,sex,total,tail,hf,ear,Notch,Crown,unit,weight,units,reproductive data,testes L,testes W,emb count,embs L,embs R,emb CR,scars,unformatted measurements,"tag checked? (or no tag available), initial here",Day,Month,Year,REVIEW NEEDED
202008,MVZ:Mamm:202008,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"Fern Spring, Yosemite Valley",Hanna E. Shohfi 12,26 May 03,skeleton (postcranial); skull; tissue (frozen),female,192,109,23,,19,,,28,,,,,,,,,,,,,,,
202009,MVZ:Mamm:202009,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"Fern Spring, Yosemite Valley",Hanna E. Shohfi 14,27 May 03,skeleton (postcranial); skull; tissue (frozen),male,199,105,22,,19,,,29,,,,,,,,,,,,,,,
202010,MVZ:Mamm:202010,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"Fern Spring, Yosemite Valley",Hanna E. Shohfi 15,27 May 03,skeleton (postcranial); skull; tissue (frozen),female,139,59,22,,19,,,17.5,,,,,,,,,,,,,,,
202011,MVZ:Mamm:202011,Peromyscus boylii boylii,Dou-Shuan Yang,California,Mariposa County,"Fern Spring, Yosemite Valley",Dou-Shuan Yang 1,25 May 03,"skin, study; skull; tissue (frozen)",male,195,103,21,,22,,,23,,"testes 11 x 7 mm, sv: 11 mm",11,7,,,,,,,LW,3,July,2024,
202012,MVZ:Mamm:202012,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Christopher J. Conroy 846,29 May 03,"skin, study; skull; tissue (frozen)",male,202,110,21,,18,,,26,,,,,,,,,,,,,,,
202013,MVZ:Mamm:202013,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Christopher J. Conroy 847,29 May 03,"skin, study; skull; tissue (frozen)",male,187,100,20,,19,,,20.5,,,,,,,,,,,,,,,
202014,MVZ:Mamm:202014,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Hanna E. Shohfi 16,27 May 03,skeleton (postcranial); skull; tissue (frozen),female,170,99,21,,20,,,23.5,,,,,,,,,,,,,,,
202015,MVZ:Mamm:202015,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Hanna E. Shohfi 17,27 May 03,skeleton (postcranial); skull; tissue (frozen),female,173,91,22,,20,,,30,,,,,,,,,,,,,,,
202016,MVZ:Mamm:202016,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Hanna E. Shohfi 18,27 May 03,"skin, study; skull; tissue (frozen)",female,174,100,22,,20,,,21.5,,,,,,,,,,,,,,,
202017,MVZ:Mamm:202017,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Hanna E. Shohfi 19,27 May 03,tissue (frozen); whole organism (ethanol),male,149,90,23,,18,,,15,,,,,,,,,,,,,,,
202018,MVZ:Mamm:202018,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Hanna E. Shohfi 20,28 May 03,"skin, study; skull; tissue (frozen)",male,180,89,24,,20,,,25.5,,,,,,,,,,,,,,,
202019,MVZ:Mamm:202019,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Hanna E. Shohfi 21,28 May 03,"skin, study; skull; tissue (frozen)",male,204,113,24,,20,,,25.5,,t = 15 x 9 mm,15,9,,,,,,,LW,3,July,2024,
202020,MVZ:Mamm:202020,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Hanna E. Shohfi 22,28 May 03,skeleton (postcranial); skull; tissue (frozen),female,210,117,24,,20,,,29.5,,,,,,,,,,,,,,,
202021,MVZ:Mamm:202021,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Hanna E. Shohfi 23,28 May 03,skeleton (postcranial); skull; tissue (frozen),female,200,107,23,,20,,,29,,,,,,,,,,,,,,,
202022,MVZ:Mamm:202022,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Hanna E. Shohfi 24,28 May 03,skeleton (postcranial); skull; tissue (frozen),female,198,115,23,,18,,,24.5,,,,,,,,,,,,,,,
202023,MVZ:Mamm:202023,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Hanna E. Shohfi 25,28 May 03,skull; tissue (frozen),female,181,99,23,,19,,,20.5,,,,,,,,,,,,,,,
202024,MVZ:Mamm:202024,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Hanna E. Shohfi 26,29 May 03,"skin, study; skull; tissue (frozen)",male,203,111,22,,20,,,26,,t = 13 x 9 mm,13,9,,,,,,,LW,3,July,2024,
202025,MVZ:Mamm:202025,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Hanna E. Shohfi 27,29 May 03,"skin, study; skull; tissue (frozen)",male,188,102,22,,18,,,21.5,,t = 14 x 9 mm,14,9,,,,,,,LW,3,July,2024,
202026,MVZ:Mamm:202026,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Hanna E. Shohfi 28,29 May 03,skeleton (postcranial); skull; tissue (frozen),male,183,100,22,,18,,,22.5,,,,,,,,,,,,,,,
202027,MVZ:Mamm:202027,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Hanna E. Shohfi 29,29 May 03,"skin, study; skull; tissue (frozen)",male,175,96,21,,19,,,22.5,,t = 13 x 9 mm,13,9,,,,,,,LW,3,July,2024,
202028,MVZ:Mamm:202028,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Hanna E. Shohfi 30,30 May 03,"skin, study; skull; tissue (frozen)",male,156,70,23,,20,,,23,,t = 14x9 mm,14,9,,,,,,,LW,3,July,2024,
202029,MVZ:Mamm:202029,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Hanna E. Shohfi 31,30 May 03,"skin, study; skull; tissue (frozen)",male,170,83,24,,19,,,28.5,,t = 15 x 9 mm,15,9,,,,,,,LW,3,July,2024,
202030,MVZ:Mamm:202030,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Hanna E. Shohfi 32,30 May 03,"skin, study; skull; tissue (frozen)",male,192,103,22,,18,,,25,,t = 12 x 7 mm,12,7,,,,,,,LW,3,July,2024,
202031,MVZ:Mamm:202031,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Hanna E. Shohfi 33,30 May 03,"skin, study; skull; tissue (frozen)",female,193,104,23,,20,,,26,,"emb 2R-1L, CR = 7 mm",,,,2,1,7,,,LW,3,July,2024,
202032,MVZ:Mamm:202032,Peromyscus boylii boylii,Hanna E. Shohfi,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Hanna E. Shohfi 34,30 May 03,"skin, study; skull; tissue (frozen)",female,179,100,22,,20,,,23.5,,"emb 0R-2L, CR = 7 mm",,,,2,0,7,,,LW,3,July,2024,
202033,MVZ:Mamm:202033,Peromyscus boylii boylii,Dou-Shuan Yang,California,Mariposa County,"forest S of Chapel, Yosemite Valley",Dou-Shuan Yang 8,29 May 03,"skin, study; skull; tissue (frozen)",female,227,131,22,,19,,,33.5,,"em: 2R 1L, CR: 17 mm",,,,1,2,17,,,LW,3,July,2024,
202034,MVZ:Mamm:202034,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"forest slope S of Sentinel Beach, Yosemite Valley",James L. Patton 19970,26 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,159,83,22,,18,,,13,,nullip,,,,,,,,,LW,6,July,2024,
202035,MVZ:Mamm:202035,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"forest slope S of Sentinel Beach, Yosemite Valley",James L. Patton 19971,26 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,191,100,24,,20,,,23,,"emb 1R-2L, swellings = 4 mm",,,,2,1,,,,LW,6,July,2024,
202036,MVZ:Mamm:202036,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"forest slope S of Sentinel Beach, Yosemite Valley",James L. Patton 19993,28 May 03,"skeleton (postcranial); skull; tissue (ethanol, 95%; frozen)",male,150,55,23,,19,,,22,,,,,,,,,,,,,,,
202037,MVZ:Mamm:202037,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"forest slope S of Sentinel Beach, Yosemite Valley",James L. Patton 19994,28 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,193,105,23,,20,,,25,,"emb 1R-2L, CR = 6 mm",,,,2,1,6,,,LW,6,July,2024,
202038,MVZ:Mamm:202038,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"forest slope S of Sentinel Beach, Yosemite Valley",James L. Patton 19995,28 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,185,96,23,,19,,,28,,"emb 1R-2L, CR = 11 mm",,,,2,1,11,,,LW,6,July,2024,skin tag says weight = 20 g
202039,MVZ:Mamm:202039,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"forest slope S of Sentinel Beach, Yosemite Valley",James L. Patton 19998,29 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,190,103,22,,21,,,20,,scars 1R-1L,,,,1,1,,,,LW,6,July,2024,
202040,MVZ:Mamm:202040,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"forest slope S of Sentinel Beach, Yosemite Valley",James L. Patton 19999,29 May 03,"skin, study; skull; tissue (frozen)",male,199,102,24,,20,,,25,,"t = 12 x 7 mm, sv = 11 mm",12,7,,,,,,,LW,6,July,2024,
202041,MVZ:Mamm:202041,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"forest slope S of Sentinel Beach, Yosemite Valley",James L. Patton 20000,29 May 03,"skin, study; skull; tissue (frozen)",female,202,105,23,,20,,,28,,"scars 3R-3L, emb 0R-3L",,,,3,3,,,,LW,6,July,2024,
202042,MVZ:Mamm:202042,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"forest slope S of Sentinel Beach, Yosemite Valley",James L. Patton 20001,29 May 03,skeleton (postcranial); skull; tissue (frozen),female,157,83,21,,20,,,11,,,,,,,,,,,,,,,
202043,MVZ:Mamm:202043,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"forest slope S of Sentinel Beach, Yosemite Valley",James L. Patton 20015,30 May 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",male,200,105,23,,20,,,27,,"scr t = 12 x 7 mm, sv = 13 mm",12,7,,,,,,,LW,6,July,2024,
202044,MVZ:Mamm:202044,Peromyscus boylii boylii,Dou-Shuan Yang,California,Mariposa County,"forest slope S of Sentinel Beach, Yosemite Valley",Dou-Shuan Yang 3,26 May 03,"skin, study; skull; tissue (frozen)",female,186,100,22,,17,,,26,,"swellings: 2L 2R, CR = 4 mm",,,,2,2,,,,LW,6,July,2024,
202045,MVZ:Mamm:202045,Peromyscus boylii boylii,Dou-Shuan Yang,California,Mariposa County,"forest slope S of Sentinel Beach, Yosemite Valley",Dou-Shuan Yang 4,26 May 03,"skin, study; skull; tissue (frozen)",male,171,96,22,,19,,,17.5,,"testes 4 x 3 mm, sv ?",4,3,,,,,,,LW,6,July,2024,
202046,MVZ:Mamm:202046,Peromyscus boylii boylii,Dou-Shuan Yang,California,Mariposa County,"forest slope S of Sentinel Beach, Yosemite Valley",Dou-Shuan Yang 7,28 May 03,"skin, study; skull; tissue (frozen)",male,177,91,22,,20,,,16.8,,"testes 7 x 4 mm, sv ?",7,4,,,,,,,LW,6,July,2024,
202047,MVZ:Mamm:202047,Peromyscus boylii boylii,Dou-Shuan Yang,California,Mariposa County,"forest slope S of Sentinel Beach, Yosemite Valley",Dou-Shuan Yang 9,30 May 03,"skin, study; skull; tissue (frozen)",female,173,91,23,,19,,,17,,non vascularised,,,,,,,,,LW,6,July,2024,
202048,MVZ:Mamm:202048,Peromyscus boylii boylii,Dou-Shuan Yang,California,Mariposa County,"forest slope S of Sentinel Beach, Yosemite Valley",Dou-Shuan Yang 10,30 May 03,"skin, study; skull; tissue (frozen)",male,191,101,23,,21,,,19.9,,"testes 5 x 3 mm, sv: 9 mm",5,3,,,,,,,LW,6,July,2024,
122059,MVZ:Mamm:122059,Peromyscus boylii boylii,M. Vincent Mowbray,California,Mariposa County,"Happy Isles Swamp, Yosemite Valley, Yosemite National Park",M. Vincent Mowbray 31,22 Sep 1940,"skin, study; skull",female,200,107,22,18,,,,,,3 small embryos,,,3,,,,,,LW,3,July,2024,
216446,MVZ:Mamm:216446,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,Hazel Green,James L. Patton 22167,28-May-2005,"skin, study; skull; tissue (ethanol, 95%; frozen)",male,189,97,23,,19,,,22,,scrotal; t=11x6; sv=9mm,11,6,,,,,,,LW,3,July,2024,
216447,MVZ:Mamm:216447,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,Hazel Green,James L. Patton 22174,29-May-2005,"skin, study; skull; tissue (ethanol, 95%; frozen)",male,180,96,23,,20,,,20,,non scrotal; t=8x5,8,5,,,,,,,LW,3,July,2024,
216448,MVZ:Mamm:216448,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,Hazel Green,James L. Patton 22189,30-May-2005,"skin, study; skull; tissue (ethanol, 95%; frozen)",male,189,96,23,,20,,,23,,t=11x6; sv=11mm,11,6,,,,,,,LW,3,July,2024,
207790,MVZ:Mamm:207790,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,Hunter Valley Mt.,James L. Patton 20945,15-May-04,"skin, study; skull; tissue (ethanol, 95%; frozen)",male,192,99,22,,19,,,22,,scrotal; t=13x7mm,13,7,,,,,,,LW,3,July,2024,
207791,MVZ:Mamm:207791,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,Hunter Valley Mt.,James L. Patton 20969,16-May-04,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,200,106,23,,20,,,21,,scars  2R-2L,,,,,,,,,TL,3,July,2024,
207792,MVZ:Mamm:207792,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,Hunter Valley Mt.,James L. Patton 20983,17-May-04,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,201,107,22,,20,,,27,,scars  2R-2L,,,,,,,,,TL,3,July,2024,
22205,MVZ:Mamm:22205,Peromyscus boylii boylii,"Charles L. Camp, Tracy I. Storer",California,Mariposa County,"Indian Creek, Yosemite National Park",2086,25 Jun 1915,"skeleton; skin, study; skull",male,163,65,23,18,,,,25,g,testes large,,,,,,,,,LW,3,July,2024,
21654,MVZ:Mamm:21654,Peromyscus boylii boylii,Charles L. Camp,California,Mariposa County,"Indian Creek, Yosemite Valley, Yosemite National Park",Charles L. Camp 1618,20 Dec 1914,"skin, study; skull",male,184,94,23,20,,,,25,g,not recorded,,,,,,,,,LW,3,July,2024,
21655,MVZ:Mamm:21655,Peromyscus boylii boylii,Charles L. Camp,California,Mariposa County,"Indian Creek, Yosemite Valley, Yosemite National Park",Charles L. Camp 1619,20 Dec 1914,"skin, study; skull",female,218,121,23,19,,,,29.7,g,not recorded,,,,,,,,,LW,3,July,2024,
21656,MVZ:Mamm:21656,Peromyscus boylii boylii,Charles L. Camp,California,Mariposa County,"Indian Creek, Yosemite Valley, Yosemite National Park",Charles L. Camp 1620,20 Dec 1914,"skin, study; skull",male,200,108,23,21,,,,25.3,g,not recorded,,,,,,,,,LW,3,July,2024,
21657,MVZ:Mamm:21657,Peromyscus boylii boylii,Charles L. Camp,California,Mariposa County,"Indian Creek, Yosemite Valley, Yosemite National Park",Charles L. Camp 1621,20 Dec 1914,"skin, study; skull",male,191,100,23,21,,,,25.6,g,not recorded,,,,,,,,,LW,3,July,2024,
21658,MVZ:Mamm:21658,Peromyscus boylii boylii,Charles L. Camp,California,Mariposa County,"Indian Creek, Yosemite Valley, Yosemite National Park",Charles L. Camp 1622,20 Dec 1914,"skin, study; skull",male,197,99,23,19,,,,26.3,g,not recorded,,,,,,,,,LW,3,July,2024,
21659,MVZ:Mamm:21659,Peromyscus boylii boylii,Charles L. Camp,California,Mariposa County,"Indian Creek, Yosemite Valley, Yosemite National Park",Charles L. Camp 1623,20 Dec 1914,"skin, study; skull",female,197,99,23,19,,,,26.3,g,not recorded,,,,,,,,,LW,3,July,2024,
21661,MVZ:Mamm:21661,Peromyscus boylii boylii,"Charles D. Holliger, Charles L. Camp",California,Mariposa County,"Indian Creek, Yosemite Valley, Yosemite National Park",303,20 Dec 1914,"skin, study; skull",male,181,95,24,18,,,,23.9,g,not recorded,,,,,,,,,LW,3,July,2024,
21664,MVZ:Mamm:21664,Peromyscus boylii boylii,Charles L. Camp,California,Mariposa County,"Indian Creek, Yosemite Valley, Yosemite National Park",Charles L. Camp 1627,21 Dec 1914,"skin, study; skull",female,196,107,23,20,,,,24.5,g,not recorded,,,,,,,,,LW,3,July,2024,
21665,MVZ:Mamm:21665,Peromyscus boylii boylii,Charles L. Camp,California,Mariposa County,"Indian Creek, Yosemite Valley, Yosemite National Park",Charles L. Camp 1628,21 Dec 1914,"skin, study; skull",male,202,109,23,20,,,,23.4,g,not recorded,,,,,,,,,LW,3,July,2024,
21666,MVZ:Mamm:21666,Peromyscus boylii boylii,Charles L. Camp,California,Mariposa County,"Indian Creek, Yosemite Valley, Yosemite National Park",Charles L. Camp 1629,21 Dec 1914,"skin, study; skull",male,203,113,24,21,,,,24.4,g,not recorded,,,,,,,,,LW,3,July,2024,
21680,MVZ:Mamm:21680,Peromyscus boylii boylii,Charles L. Camp,California,Mariposa County,"Indian Creek, Yosemite Valley, Yosemite National Park",Charles L. Camp 1652,26 Dec 1914,"skin, study; skull",female,194,102,24,not recorded,,,,not recorded,,,,,,,,,,,TL,3,July,2024,
21684,MVZ:Mamm:21684,Peromyscus boylii boylii,Charles L. Camp,California,Mariposa County,"Indian Creek, Yosemite Valley, Yosemite National Park",Charles L. Camp 1659,27 Dec 1914,"skin, study; skull",female,191,100,22,19,,,,21.9,g,not recorded,,,,,,,,,LW,6,July,2024,
21685,MVZ:Mamm:21685,Peromyscus boylii boylii,Charles L. Camp,California,Mariposa County,"Indian Creek, Yosemite Valley, Yosemite National Park",Charles L. Camp 1660,27 Dec 1914,"skin, study; skull",male,190,101,22,21,,,,23.3,g,not recorded,,,,,,,,,TL,3,July,2024,
21686,MVZ:Mamm:21686,Peromyscus boylii boylii,Charles L. Camp,California,Mariposa County,"Indian Creek, Yosemite Valley, Yosemite National Park",Charles L. Camp 1661,27 Dec 1914,"skin, study; skull",female,193,103,21.5,22,,,,22,g,not recorded,,,,,,,,,TL,3,July,2024,
21687,MVZ:Mamm:21687,Peromyscus boylii boylii,Charles L. Camp,California,Mariposa County,"Indian Creek, Yosemite Valley, Yosemite National Park",Charles L. Camp 1662,27 Dec 1914,"skin, study; skull",female,195,104,23,20,,,,19.6,g,not recorded,,,,,,,,,LW,3,July,2024,
21688,MVZ:Mamm:21688,Peromyscus boylii boylii,Charles L. Camp,California,Mariposa County,"Indian Creek, Yosemite Valley, Yosemite National Park",Charles L. Camp 1663,27 Dec 1914,"skin, study; skull",female,195,97,21,21,,,,27.5,g,not recorded,,,,,,,,,LW,3,July,2024,
21689,MVZ:Mamm:21689,Peromyscus boylii boylii,Charles L. Camp,California,Mariposa County,"Indian Creek, Yosemite Valley, Yosemite National Park",Charles L. Camp 1664,27 Dec 1914,"skin, study; skull",female,194,99,22.5,20,,,,25.7,g,not recorded,,,,,,,,,LW,3,July,2024,
202072,MVZ:Mamm:202072,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"lower Indian Creek Canyon, Yosemite Valley",James L. Patton 20466,10 Sep 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",male,200,112,24,,21,,,20,,t = 3 x 2 mm,3,2,,,,,,,LW,3,July,2024,
202073,MVZ:Mamm:202073,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"lower Indian Creek Canyon, Yosemite Valley",James L. Patton 20467,10 Sep 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,200,108,23,,20,,,19,,scars 2R-2L,,,,,,,,,LW,3,July,2024,
202074,MVZ:Mamm:202074,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"lower Indian Creek Canyon, Yosemite Valley",James L. Patton 20468,10 Sep 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,192,102,24,,21,,,22,,nulliparous,,,,,,,,,LW,3,July,2024,
202075,MVZ:Mamm:202075,Peromyscus boylii boylii,James L. Patton,California,Mariposa County,"lower Indian Creek Canyon, Yosemite Valley",James L. Patton 20469,10 Sep 03,"skin, study; skull; tissue (ethanol, 95%; frozen)",female,196,106,24,,21,,,25,,"emb 2R-1L, CR = 11 mm",,,,1,2,11,,,LW,3,July,2024,
207800,MVZ:Mamm:207800,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"Maxwell Creek, 7 km (by air) ESE Coulterville",Christopher J. Conroy 1249,22-May-04,"skin, study; skull; tissue (frozen)",female,192,100,19,,19,,,26,,"embs  2L, 2R; CR=3mm",,,,,,,,,TL,5,July,2024,
207796,MVZ:Mamm:207796,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"Maxwell Creek, Fielding Ranch, 1.5 km NE Coulterville",Christopher J. Conroy 1218,19-May-04,"skin, study; skull; tissue (frozen)",male,199,108,21,,19,,,26.5,,"t=12x7, sv=11",12,7,,,,,,,LW,3,July,2024,
207797,MVZ:Mamm:207797,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"Maxwell Creek, Fielding Ranch, 1.5 km NE Coulterville",Christopher J. Conroy 1223,21-May-04,"skin, study; skull; tissue (frozen)",male,185,90,20,,18,,,27,,"t=13x7, sv=11",13,7,,,,,,,LW,3,July,2024,
207798,MVZ:Mamm:207798,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"Maxwell Creek, Fielding Ranch, 1.5 km NE Coulterville",Christopher J. Conroy 1224,21-May-04,"embryo (ethanol); skin, study; skull; tissue (frozen)",female,187,95,20,,18,,,34,,"embs  1L, 2R; cr=21",,,,1,2,21,,,LW,3,July,2024,
207799,MVZ:Mamm:207799,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"Maxwell Creek, Fielding Ranch, 1.5 km NE Coulterville",Christopher J. Conroy 1248,22-May-04,tissue (frozen); whole organism (ethanol),male,186,95,21,,20,,,28,,,,,,,,,,,,,,,
208310,MVZ:Mamm:208310,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"Maxwell Creek, Fielding Ranch, 1.5 km NE Coulterville",Christopher J. Conroy 1224-a,21-May-04,whole organism (ethanol),unknown,,,,,,,,,,,,,,,,,,,,,,,
208311,MVZ:Mamm:208311,Peromyscus boylii boylii,Christopher J. Conroy,California,Mariposa County,"Maxwell Creek, Fielding Ranch, 1.5 km NE Coulterville",Christopher J. Conroy 1224-b,21-May-04,whole organism (ethanol),unknown,,,,,,,,,,,,,,,,,,,,,,,
